"File","Line","Function","Case","TargetModes","Strings","Risk","RiskReasons","Evidence"
"src\interpreter.c","2225","nanny","CON_NAME_CNFRM","CON_CLOSE","Request for new char %s denied from [%s] (siteban) | Sorry, new characters are not allowed from your site!","READ_OR_UNKNOWN","","  case CON_NAME_CNFRM:		/* wait for conf. of new name    */
    if (UPPER(*arg) == 'Y') {
      if (isbanned(d->host) >= BAN_NEW) {
	mudlog(NRM, LVL_GOD, TRUE, ""Request for new char %s denied from [%s] (siteban)"", GET_PC_NAME(d->character), d->host);
	write_to_output(d, ""Sorry, new characters are not allowed from your site!\r\n"");
	STATE(d) = CON_CLOSE;
	return;"
"src\interpreter.c","2259","nanny","CON_PASSWORD","CON_CLOSE","Bad PW: %s [%s] | Wrong password... disconnecting. | Wrong password.\r\nPassword:","READ_OR_UNKNOWN","","  case CON_PASSWORD:		/* get pwd for known player      */
    /* To really prevent duping correctly, the player's record should be reloaded
     * from disk at this point (after the password has been typed).  However I'm
     * afraid that trying to load a character over an already loaded character is
     * going to cause some problem down the road that I can't see at the moment.
     * So to compensate, I'm going to (1) add a 15 or 20-second time limit for
     * entering a password, and (2) re-add the code to cut off duplicates when a
     * player quits.  JE 6 Feb 96 */

    echo_on(d);    /* turn echo back on */

    /* New echo_on() eats the return on telnet. Extra space better than none. */
    write_to_output(d, ""\r\n"");

    if (!*arg)
      STATE(d) = CON_CLOSE;
    else {
      if (strncmp(CRYPT(arg, GET_PASSWD(d->character)), GET_PASSWD(d->character), MAX_PWD_LENGTH)) {
	mudlog(BRF, LVL_GOD, TRUE, ""Bad PW: %s [%s]"", GET_NAME(d->character), d->host);
	GET_BAD_PWS(d->character)++;
	save_char(d->character);
	if (++(d->bad_pws) >= CONFIG_MAX_BAD_PWS) {	/* 3 strikes and you're out. */
	  write_to_output(d, ""Wrong password... disconnecting.\r\n"");
	  STATE(d) = CON_CLOSE;
	} else {
	  write_to_output(d, ""Wrong password.\r\nPassword: "");
	  echo_off(d);
	}
	return;"
"src\interpreter.c","2295","nanny","CON_NEWPASSWD","","","READ_OR_UNKNOWN","","  case CON_NEWPASSWD:"
"src\interpreter.c","2296","nanny","CON_CHPWD_GETNEW","","Illegal password.\r\nPassword:","READ_OR_UNKNOWN","","  case CON_CHPWD_GETNEW:
    if (!*arg || strlen(arg) > MAX_PWD_LENGTH || strlen(arg) < 3 ||
	!str_cmp(arg, GET_PC_NAME(d->character))) {
      write_to_output(d, ""\r\nIllegal password.\r\nPassword: "");
      return;"
"src\interpreter.c","2312","nanny","CON_CNFPASSWD","","","READ_OR_UNKNOWN","","  case CON_CNFPASSWD:"
"src\interpreter.c","2313","nanny","CON_CHPWD_VRFY","CON_NEWPASSWD | CON_CHPWD_GETNEW","Passwords don't match... start over.\r\nPassword:","READ_OR_UNKNOWN","","  case CON_CHPWD_VRFY:
    if (strncmp(CRYPT(arg, GET_PASSWD(d->character)), GET_PASSWD(d->character),
		MAX_PWD_LENGTH)) {
      write_to_output(d, ""\r\nPasswords don't match... start over.\r\nPassword: "");
      if (STATE(d) == CON_CNFPASSWD)
	STATE(d) = CON_NEWPASSWD;
      else
	STATE(d) = CON_CHPWD_GETNEW;
      return;"
"src\interpreter.c","2334","nanny","CON_QSEX","","","READ_OR_UNKNOWN","","  case CON_QSEX:           /* query sex of new user         */
    switch (LOWER(*arg)) {"
"src\interpreter.c","2336","nanny","'m'","","","READ_OR_UNKNOWN","","      case 'm':
        GET_SEX(d->character) = SEX_MALE;
        break;"
"src\interpreter.c","2339","nanny","'f'","","","READ_OR_UNKNOWN","","      case 'f':
        GET_SEX(d->character) = SEX_FEMALE;
        break;"
"src\interpreter.c","2342","nanny","default","","That is not a sex... What IS your sex? (M/F)","READ_OR_UNKNOWN","","      default:
        write_to_output(d, ""That is not a sex... What IS your sex? (M/F) "");
        return;"
"src\interpreter.c","2351","nanny","CON_CLANEDIT","","","READ_OR_UNKNOWN","","  case CON_CLANEDIT:
    clanedit_parse(d, arg);
    break;"
"src\interpreter.c","2409","nanny","CON_QCLASS","CON_QRACE","Class selection is disabled. You begin as an Adventurer. | %s","READ_OR_UNKNOWN","","  case CON_QCLASS:
    write_to_output(d, ""\r\nClass selection is disabled. You begin as an Adventurer.\r\n"");
    STATE(d) = CON_QRACE;
    write_to_output(d, ""%s"", race_menu);
    return;"
"src\interpreter.c","2432","nanny","7","","You have overspent your points.","READ_OR_UNKNOWN","","      case 7:
        rem = stat_alloc_remaining(d);
        if (rem < 0) {
          write_to_output(d, ""You have overspent your points."");
          stat_alloc_show(d);
          return;"
"src\interpreter.c","2468","nanny","default","","Invalid choice.","READ_OR_UNKNOWN","","      default:
        write_to_output(d, ""Invalid choice."");
        break;"
"src\interpreter.c","2478","nanny","CON_RMOTD","CON_MENU","%s | yThere is currently a Happyhour!	n | unknown","READ_OR_UNKNOWN","","  case CON_RMOTD:		/* read CR after printing motd   */
    write_to_output(d, ""%s"", CONFIG_MENU);
    if (IS_HAPPYHOUR > 0){
      write_to_output(d, ""\r\n"");
      write_to_output(d, ""\tyThere is currently a Happyhour!\tn\r\n"");
      write_to_output(d, ""\r\n"");
    }
    /* Defensive: avoid RMOTD disconnect if last-login logging hits NULL data */
    if (d->character) {
      if (!GET_HOST(d->character))
        GET_HOST(d->character) = strdup(d->host[0] != '\0' ? d->host : ""unknown"");
      add_llog_entry(d->character, LAST_CONNECT);
    }
    STATE(d) = CON_MENU;
    break;"
"src\interpreter.c","2497","nanny","'0'","CON_CLOSE","Goodbye.","READ_OR_UNKNOWN","","    case '0':
      write_to_output(d, ""Goodbye.\r\n"");
      add_llog_entry(d->character, LAST_QUIT);
      STATE(d) = CON_CLOSE;
      break;"
"src\interpreter.c","2503","nanny","'1'","CON_PLAYING","%s | $n has entered the game. | <VERSION> | You have mail waiting.","DESTRUCTIVE_REVIEW","delete/purge/extract/remove/free operation","    case '1':
      load_result = enter_player_game(d);
      send_to_char(d->character, ""%s"", CONFIG_WELC_MESSG);

      /* Clear their load room if it's not persistant. */
      if (!PLR_FLAGGED(d->character, PLR_LOADROOM))
        GET_LOADROOM(d->character) = NOWHERE;
              account_attach_char(d->character);
save_char(d->character);

      greet_mtrigger(d->character, -1);
      greet_memory_mtrigger(d->character);

      act(""$n has entered the game."", TRUE, d->character, 0, 0, TO_ROOM);

      STATE(d) = CON_PLAYING;
      MXPSendTag( d, ""<VERSION>"" );
      if (GET_LEVEL(d->character) == 0) {
	do_start(d->character);
	send_to_char(d->character, ""%s"", CONFIG_START_MESSG);
      }
      look_at_room(d->character, 0);
      if (has_mail(GET_IDNUM(d->character)))
	send_to_char(d->character, ""You have mail waiting.\r\n"");
      d->has_prompt = 0;
      /* We've updated to 3.1 - some bits might be set wrongly: */
      REMOVE_BIT_AR(PRF_FLAGS(d->character), PRF_BUILDWALK);
      break;"
"src\interpreter.c","2532","nanny","'2'","CON_ACCT_MENU","Returning to your account to select a character.","READ_OR_UNKNOWN","","    case '2':
      write_to_output(d, ""\r\nReturning to your account to select a character.\r\n"");
      save_char(d->character);
      free_char(d->character);
      d->character = NULL;
      d->acct_prompted_menu = 0;
      STATE(d) = CON_ACCT_MENU;
      acct_show_character_menu(d);
      break;"
"src\interpreter.c","2542","nanny","'3'","CON_PLR_DESC","Current description:\r\n%s | Enter the new text you'd like others to see when they look at you.","MULTILINE_EDITOR","multiline editor entry","    case '3':
      if (d->character->player.description) {
        write_to_output(d, ""Current description:\r\n%s"", d->character->player.description);
        /* Don't free this now... so that the old description gets loaded as the
         * current buffer in the editor.  Do setup the ABORT buffer here, however. */
        d->backstr = strdup(d->character->player.description);
      }
      write_to_output(d, ""Enter the new text you'd like others to see when they look at you.\r\n"");
      send_editor_help(d);
      d->str = &d->character->player.description;
      d->max_str = PLR_DESC_LENGTH;
      STATE(d) = CON_PLR_DESC;
      break;"
"src\interpreter.c","2556","nanny","'4'","CON_RMOTD","","READ_OR_UNKNOWN","","    case '4':
      page_string(d, background, 0);
      STATE(d) = CON_RMOTD;
      break;"
"src\interpreter.c","2561","nanny","'5'","CON_CHPWD_GETOLD","Enter your old password:","READ_OR_UNKNOWN","","    case '5':
      write_to_output(d, ""\r\nEnter your old password: "");
      echo_off(d);
      STATE(d) = CON_CHPWD_GETOLD;
      break;"
"src\interpreter.c","2567","nanny","'6'","CON_DELCNF1","Enter your password for verification:","READ_OR_UNKNOWN","","    case '6':
      write_to_output(d, ""\r\nEnter your password for verification: "");
      echo_off(d);
      STATE(d) = CON_DELCNF1;
      break;"
"src\interpreter.c","2573","nanny","default","","That's not a menu choice!\r\n%s","READ_OR_UNKNOWN","","    default:
      write_to_output(d, ""\r\nThat's not a menu choice!\r\n%s"", CONFIG_MENU);
      break;"
"src\interpreter.c","2580","nanny","CON_CHPWD_GETOLD","CON_MENU | CON_CHPWD_GETNEW","Incorrect password.\r\n%s | Enter a new password:","READ_OR_UNKNOWN","","  case CON_CHPWD_GETOLD:
    if (strncmp(CRYPT(arg, GET_PASSWD(d->character)), GET_PASSWD(d->character), MAX_PWD_LENGTH)) {
      echo_on(d);
      write_to_output(d, ""\r\nIncorrect password.\r\n%s"", CONFIG_MENU);
      STATE(d) = CON_MENU;
    } else {
      write_to_output(d, ""\r\nEnter a new password: "");
      STATE(d) = CON_CHPWD_GETNEW;
    }
    return;"
"src\interpreter.c","2591","nanny","CON_DELCNF1","CON_MENU | CON_DELCNF2","Incorrect password.\r\n%s | YOU ARE ABOUT TO DELETE THIS CHARACTER PERMANENTLY. | ARE YOU ABSOLUTELY SURE? | Please type ""yes"" to confirm:","READ_OR_UNKNOWN","","  case CON_DELCNF1:
    echo_on(d);
    if (strncmp(CRYPT(arg, GET_PASSWD(d->character)), GET_PASSWD(d->character), MAX_PWD_LENGTH)) {
      write_to_output(d, ""\r\nIncorrect password.\r\n%s"", CONFIG_MENU);
      STATE(d) = CON_MENU;
    } else {
      write_to_output(d, ""\r\nYOU ARE ABOUT TO DELETE THIS CHARACTER PERMANENTLY.\r\n""
		""ARE YOU ABSOLUTELY SURE?\r\n\r\n""
		""Please type \""yes\"" to confirm: "");
      STATE(d) = CON_DELCNF2;
    }
    break;"
"src\interpreter.c","2604","nanny","CON_DELCNF2","CON_CLOSE","yes | YES | You try to kill yourself, but the ice stops you. | Character not deleted.","READ_OR_UNKNOWN","","  case CON_DELCNF2:
    if (!strcmp(arg, ""yes"") || !strcmp(arg, ""YES"")) {
      if (PLR_FLAGGED(d->character, PLR_FROZEN)) {
	write_to_output(d, ""You try to kill yourself, but the ice stops you.\r\n""
		""Character not deleted.\r\n\r\n"");
	STATE(d) = CON_CLOSE;
	return;"
"src\interpreter.c","2652","nanny","CON_CLOSE","","","READ_OR_UNKNOWN","","  case CON_CLOSE:
    break;"
"src\interpreter.c","2655","nanny","default","CON_DISCONNECT","SYSERR: Nanny: illegal state of con'ness (%d) for '%s'; closing connection. | <unknown>","READ_OR_UNKNOWN","","  default:
    log(""SYSERR: Nanny: illegal state of con'ness (%d) for '%s'; closing connection."",
	STATE(d), d->character ? GET_NAME(d->character) : ""<unknown>"");
    STATE(d) = CON_DISCONNECT;	/* Safest to do. */
    break;"
"src\medit.c","496","medit_slot_required_wear_flag","WEAR_FINGER_R","","","READ_OR_UNKNOWN","","    case WEAR_FINGER_R:
    case WEAR_FINGER_L: return ITEM_WEAR_FINGER;
    case WEAR_NECK_1:   return ITEM_WEAR_NECK;
    case WEAR_BODY:     return ITEM_WEAR_BODY;
    case WEAR_HEAD:     return ITEM_WEAR_HEAD;
    case WEAR_LEGS:     return ITEM_WEAR_LEGS;
    case WEAR_FEET:     return ITEM_WEAR_FEET;
    case WEAR_HANDS:    return ITEM_WEAR_HANDS;
    case WEAR_ARMS:     return ITEM_WEAR_ARMS;
    case WEAR_SHIELD:   return ITEM_WEAR_SHIELD;
    case WEAR_ABOUT:    return ITEM_WEAR_ABOUT;
    case WEAR_WAIST:    return ITEM_WEAR_WAIST;"
"src\medit.c","508","medit_slot_required_wear_flag","WEAR_WRIST_R","","","READ_OR_UNKNOWN","","    case WEAR_WRIST_R:
    case WEAR_WRIST_L:  return ITEM_WEAR_WRIST;
    case WEAR_WIELD:    return ITEM_WEAR_WIELD;
    case WEAR_HOLD:     return ITEM_WEAR_TAKE;"
"src\medit.c","512","medit_slot_required_wear_flag","default","","","READ_OR_UNKNOWN","","    default:            return ITEM_WEAR_TAKE;
  }
}

static int medit_parse_int_argument(const char *arg, int *value)
{
  char *endptr = NULL;
  long parsed;

  if (!arg || !*arg)
    return FALSE;"
"src\medit.c","594","medit_disp_slot_picker","WEAR_WRIST_R","","wearable on wrist | wearable on hands","READ_OR_UNKNOWN","","    case WEAR_WRIST_R:
    case WEAR_WRIST_L:  return ""wearable on wrist"";
    case WEAR_HANDS:    return ""wearable on hands"";"
"src\medit.c","597","medit_disp_slot_picker","WEAR_FINGER_R","","wearable on finger | wearable around waist | wearable on legs | wearable on feet | wieldable | wearable as shield | takeable (light slot uses held/takeable items)","READ_OR_UNKNOWN","","    case WEAR_FINGER_R:
    case WEAR_FINGER_L: return ""wearable on finger"";
    case WEAR_WAIST:    return ""wearable around waist"";
    case WEAR_LEGS:     return ""wearable on legs"";
    case WEAR_FEET:     return ""wearable on feet"";
    case WEAR_WIELD:    return ""wieldable"";
    case WEAR_SHIELD:   return ""wearable as shield"";
    case WEAR_LIGHT:    return ""takeable (light slot uses held/takeable items)"";"
"src\medit.c","605","medit_disp_slot_picker","WEAR_HOLD","","holdable/takeable (or an offhand weapon)","READ_OR_UNKNOWN","","    case WEAR_HOLD:
      return ""holdable/takeable (or an offhand weapon)"";"
"src\medit.c","607","medit_disp_slot_picker","default","","wearable in that slot","READ_OR_UNKNOWN","","    default:
      return ""wearable in that slot"";"
"src\medit.c","938","medit_parse","MEDIT_CONFIRM_SAVESTRING","","","MUTATING_REVIEW","OLC/object/flag mutation","  case MEDIT_CONFIRM_SAVESTRING:
    /* Ensure mob has MOB_ISNPC set. */
    SET_BIT_AR(MOB_FLAGS(OLC_MOB(d)), MOB_ISNPC);
    switch (*arg) {"
"src\medit.c","942","medit_parse","'y'","","","READ_OR_UNKNOWN","","    case 'y':"
"src\medit.c","943","medit_parse","'Y'","","OLC: %s edits mob %d | Mobile saved to disk. | Mobile saved to memory.","SAVE_PATH","disk/save operation","    case 'Y':
      /* Save the mob in memory and to disk. */
      medit_save_internally(d);
      mudlog(CMP, MAX(LVL_BUILDER, GET_INVIS_LEV(d->character)), TRUE, ""OLC: %s edits mob %d"", GET_NAME(d->character), OLC_NUM(d));
      if (CONFIG_OLC_SAVE) {
        medit_save_to_disk(zone_table[real_zone_by_thing(OLC_NUM(d))].number);
        write_to_output(d, ""Mobile saved to disk.\r\n"");
      } else
        write_to_output(d, ""Mobile saved to memory.\r\n"");
      cleanup_olc(d, CLEANUP_ALL);
      return;"
"src\medit.c","954","medit_parse","'n'","","","READ_OR_UNKNOWN","","    case 'n':"
"src\medit.c","955","medit_parse","'N'","","","MUTATING_REVIEW","OLC/object/flag mutation","    case 'N':
      /* If not saving, we must free the script_proto list. We do so by
       * assigning it to the edited mob and letting free_mobile in
       * cleanup_olc handle it. */
      OLC_MOB(d)->proto_script = OLC_SCRIPT(d);
      cleanup_olc(d, CLEANUP_ALL);
      return;"
"src\medit.c","962","medit_parse","default","","Invalid choice! | Do you wish to save your changes? :","READ_OR_UNKNOWN","","    default:
      write_to_output(d, ""Invalid choice!\r\n"");
      write_to_output(d, ""Do you wish to save your changes? : "");
      return;"
"src\medit.c","968","medit_parse","MEDIT_MAIN_MENU","","","READ_OR_UNKNOWN","","  case MEDIT_MAIN_MENU:
    i = 0;
    switch (*arg) {"
"src\medit.c","971","medit_parse","'q'","","","READ_OR_UNKNOWN","","    case 'q':"
"src\medit.c","972","medit_parse","'Q'","MEDIT_CONFIRM_SAVESTRING","Do you wish to save your changes? :","MUTATING_REVIEW","OLC/object/flag mutation","    case 'Q':
      if (OLC_VAL(d)) {	/* Anything been changed? */
	      write_to_output(d, ""Do you wish to save your changes? : "");
	      OLC_MODE(d) = MEDIT_CONFIRM_SAVESTRING;
      } else
	cleanup_olc(d, CLEANUP_ALL);
      return;"
"src\medit.c","979","medit_parse","'1'","MEDIT_SEX","","MUTATING_REVIEW","OLC/object/flag mutation","    case '1':
      OLC_MODE(d) = MEDIT_SEX;
      medit_disp_sex(d);
      return;"
"src\medit.c","983","medit_parse","'2'","MEDIT_KEYWORD","","MUTATING_REVIEW","OLC/object/flag mutation","    case '2':
      OLC_MODE(d) = MEDIT_KEYWORD;
      i--;
      break;"
"src\medit.c","987","medit_parse","'3'","MEDIT_S_DESC","","MUTATING_REVIEW","OLC/object/flag mutation","    case '3':
      OLC_MODE(d) = MEDIT_S_DESC;
      i--;
      break;"
"src\medit.c","991","medit_parse","'4'","MEDIT_L_DESC","","MUTATING_REVIEW","OLC/object/flag mutation","    case '4':
      OLC_MODE(d) = MEDIT_L_DESC;
      i--;
      break;"
"src\medit.c","995","medit_parse","'5'","MEDIT_D_DESC","Enter mob description: | %s","MUTATING_REVIEW","OLC/object/flag mutation | multiline editor entry","    case '5':
      OLC_MODE(d) = MEDIT_D_DESC;
      send_editor_help(d);
      write_to_output(d, ""Enter mob description:\r\n\r\n"");
      if (OLC_MOB(d)->player.description) {
	      write_to_output(d, ""%s"", OLC_MOB(d)->player.description);
	      oldtext = strdup(OLC_MOB(d)->player.description);
      }
      string_write(d, &OLC_MOB(d)->player.description, MAX_MOB_DESC, 0, oldtext);
      OLC_VAL(d) = 1;
      return;"
"src\medit.c","1006","medit_parse","'6'","MEDIT_POS","","MUTATING_REVIEW","OLC/object/flag mutation","    case '6':
      OLC_MODE(d) = MEDIT_POS;
      medit_disp_positions(d);
      return;"
"src\medit.c","1010","medit_parse","'7'","MEDIT_DEFAULT_POS","","MUTATING_REVIEW","OLC/object/flag mutation","    case '7':
      OLC_MODE(d) = MEDIT_DEFAULT_POS;
      medit_disp_positions(d);
      return;"
"src\medit.c","1014","medit_parse","'8'","MEDIT_ATTACK","","MUTATING_REVIEW","OLC/object/flag mutation","    case '8':
      OLC_MODE(d) = MEDIT_ATTACK;
      medit_disp_attack_types(d);
      return;"
"src\medit.c","1018","medit_parse","'9'","MEDIT_STATS_MENU","","MUTATING_REVIEW","OLC/object/flag mutation","    case '9':
      OLC_MODE(d) = MEDIT_STATS_MENU;
      medit_disp_stats_menu(d);
      return;"
"src\medit.c","1022","medit_parse","'a'","","","READ_OR_UNKNOWN","","    case 'a':"
"src\medit.c","1023","medit_parse","'A'","MEDIT_NPC_FLAGS","","MUTATING_REVIEW","OLC/object/flag mutation","    case 'A':
      OLC_MODE(d) = MEDIT_NPC_FLAGS;
      medit_disp_mob_flags(d);
      return;"
"src\medit.c","1027","medit_parse","'b'","","","READ_OR_UNKNOWN","","    case 'b':"
"src\medit.c","1028","medit_parse","'B'","MEDIT_AFF_FLAGS","","MUTATING_REVIEW","OLC/object/flag mutation","    case 'B':
      OLC_MODE(d) = MEDIT_AFF_FLAGS;
      medit_disp_aff_flags(d);
      return;"
"src\medit.c","1032","medit_parse","'p'","","","READ_OR_UNKNOWN","","    case 'p':"
"src\medit.c","1033","medit_parse","'P'","MEDIT_PET_PRICE","Enter pet price in gold (0 = automatic):","MUTATING_REVIEW","OLC/object/flag mutation","    case 'P':
      OLC_MODE(d) = MEDIT_PET_PRICE;
      write_to_output(d, ""Enter pet price in gold (0 = automatic): "");
      return;"
"src\medit.c","1037","medit_parse","'r'","","","READ_OR_UNKNOWN","","    case 'r':"
"src\medit.c","1038","medit_parse","'R'","","","READ_OR_UNKNOWN","","    case 'R':
      medit_disp_loadout_menu(d);
      return;"
"src\medit.c","1041","medit_parse","'y'","","","READ_OR_UNKNOWN","","    case 'y':"
"src\medit.c","1042","medit_parse","'Y'","MEDIT_REFERENCES","Mobile","MUTATING_REVIEW","OLC/object/flag mutation","    case 'Y':
      builder_refs_display(d, BREF_MOB, OLC_NUM(d), ""Mobile"");
      OLC_MODE(d) = MEDIT_REFERENCES;
      return;"
"src\medit.c","1046","medit_parse","'w'","","","READ_OR_UNKNOWN","","    case 'w':"
"src\medit.c","1047","medit_parse","'W'","MEDIT_COPY","Copy what mob?","MUTATING_REVIEW","OLC/object/flag mutation","    case 'W':
      write_to_output(d, ""Copy what mob? "");
      OLC_MODE(d) = MEDIT_COPY;
      return;"
"src\medit.c","1051","medit_parse","'x'","","","READ_OR_UNKNOWN","","    case 'x':"
"src\medit.c","1052","medit_parse","'X'","MEDIT_DELETE","Are you sure you want to delete this mobile?","MUTATING_REVIEW","OLC/object/flag mutation","    case 'X':
      write_to_output(d, ""Are you sure you want to delete this mobile? "");
      OLC_MODE(d) = MEDIT_DELETE;
      return;"
"src\medit.c","1056","medit_parse","'s'","","","READ_OR_UNKNOWN","","    case 's':"
"src\medit.c","1057","medit_parse","'S'","","","MUTATING_REVIEW","OLC/object/flag mutation","    case 'S':
      OLC_SCRIPT_EDIT_MODE(d) = SCRIPT_MAIN_MENU;
      dg_script_menu(d);
      return;"
"src\medit.c","1061","medit_parse","default","","","READ_OR_UNKNOWN","","    default:
      medit_disp_menu(d);
      return;"
"src\medit.c","1075","medit_parse","MEDIT_REFERENCES","","","READ_OR_UNKNOWN","","  case MEDIT_REFERENCES:
    medit_disp_menu(d);
    return;"
"src\medit.c","1079","medit_parse","MEDIT_STATS_MENU","","","READ_OR_UNKNOWN","","  case MEDIT_STATS_MENU:
    i=0;
    switch(*arg) {"
"src\medit.c","1082","medit_parse","'q'","","","READ_OR_UNKNOWN","","    case 'q':"
"src\medit.c","1083","medit_parse","'Q'","","","READ_OR_UNKNOWN","","    case 'Q':
      medit_disp_menu(d);
      return;"
"src\medit.c","1086","medit_parse","'1'","MEDIT_LEVEL","","MUTATING_REVIEW","OLC/object/flag mutation","    case '1':  /* Edit level */
      OLC_MODE(d) = MEDIT_LEVEL;
      i++;
      break;"
"src\medit.c","1090","medit_parse","'2'","","","MUTATING_REVIEW","OLC/object/flag mutation","    case '2':  /* Autoroll stats */
      medit_autoroll_stats(d);
      medit_disp_stats_menu(d);
      OLC_VAL(d) = TRUE;
      return;"
"src\medit.c","1095","medit_parse","'3'","MEDIT_NUM_HP_DICE","","MUTATING_REVIEW","OLC/object/flag mutation","    case '3':
      OLC_MODE(d) = MEDIT_NUM_HP_DICE;
      i++;
      break;"
"src\medit.c","1099","medit_parse","'4'","MEDIT_SIZE_HP_DICE","","MUTATING_REVIEW","OLC/object/flag mutation","    case '4':
      OLC_MODE(d) = MEDIT_SIZE_HP_DICE;
      i++;
      break;"
"src\medit.c","1103","medit_parse","'5'","MEDIT_ADD_HP","","MUTATING_REVIEW","OLC/object/flag mutation","    case '5':
      OLC_MODE(d) = MEDIT_ADD_HP;
      i++;
      break;"
"src\medit.c","1107","medit_parse","'6'","MEDIT_NDD","","MUTATING_REVIEW","OLC/object/flag mutation","    case '6':
      OLC_MODE(d) = MEDIT_NDD;
      i++;
      break;"
"src\medit.c","1111","medit_parse","'7'","MEDIT_SDD","","MUTATING_REVIEW","OLC/object/flag mutation","    case '7':
      OLC_MODE(d) = MEDIT_SDD;
      i++;
      break;"
"src\medit.c","1115","medit_parse","'8'","MEDIT_DAMROLL","","MUTATING_REVIEW","OLC/object/flag mutation","    case '8':
      OLC_MODE(d) = MEDIT_DAMROLL;
      i++;
      break;"
"src\medit.c","1119","medit_parse","'a'","","","READ_OR_UNKNOWN","","    case 'a':"
"src\medit.c","1120","medit_parse","'A'","MEDIT_AC","","MUTATING_REVIEW","OLC/object/flag mutation","    case 'A':
      OLC_MODE(d) = MEDIT_AC;
      i++;
      break;"
"src\medit.c","1124","medit_parse","'b'","","","READ_OR_UNKNOWN","","    case 'b':"
"src\medit.c","1125","medit_parse","'B'","MEDIT_HITROLL","","MUTATING_REVIEW","OLC/object/flag mutation","    case 'B':
      OLC_MODE(d) = MEDIT_HITROLL;
      i++;
      break;"
"src\medit.c","1129","medit_parse","'d'","","","READ_OR_UNKNOWN","","    case 'd':"
"src\medit.c","1130","medit_parse","'D'","MEDIT_ALIGNMENT","","MUTATING_REVIEW","OLC/object/flag mutation","    case 'D':
      OLC_MODE(d) = MEDIT_ALIGNMENT;
      i++;
      break;"
"src\medit.c","1134","medit_parse","'c'","","","READ_OR_UNKNOWN","","    case 'c':"
"src\medit.c","1135","medit_parse","'C'","MEDIT_EVASION","","MUTATING_REVIEW","OLC/object/flag mutation","    case 'C':
      OLC_MODE(d) = MEDIT_EVASION;
      i++;
      break;"
"src\medit.c","1139","medit_parse","'e'","","","READ_OR_UNKNOWN","","    case 'e':"
"src\medit.c","1140","medit_parse","'E'","MEDIT_WIMPY_THRESH","","MUTATING_REVIEW","OLC/object/flag mutation","    case 'E':
      OLC_MODE(d) = MEDIT_WIMPY_THRESH;
      i++;
      break;"
"src\medit.c","1144","medit_parse","'f'","","","READ_OR_UNKNOWN","","    case 'f':"
"src\medit.c","1145","medit_parse","'F'","MEDIT_EXP","","MUTATING_REVIEW","OLC/object/flag mutation","    case 'F':
      OLC_MODE(d) = MEDIT_EXP;
      i++;
      break;"
"src\medit.c","1149","medit_parse","'g'","","","READ_OR_UNKNOWN","","    case 'g':"
"src\medit.c","1150","medit_parse","'G'","MEDIT_GOLD","Enter gold min and max (example: 10 50) or a single value:","MUTATING_REVIEW","OLC/object/flag mutation","    case 'G':
      OLC_MODE(d) = MEDIT_GOLD;
      write_to_output(d, ""Enter gold min and max (example: 10 50) or a single value: "");
      return;"
"src\medit.c","1154","medit_parse","'h'","","","READ_OR_UNKNOWN","","    case 'h':"
"src\medit.c","1155","medit_parse","'H'","MEDIT_STR","Enter Strength base value [3-25]:","MUTATING_REVIEW","OLC/object/flag mutation","    case 'H':
      OLC_MODE(d) = MEDIT_STR;
      write_to_output(d, ""\r\nEnter Strength base value [3-25]: "");
      return;"
"src\medit.c","1159","medit_parse","'i'","","","READ_OR_UNKNOWN","","    case 'i':"
"src\medit.c","1160","medit_parse","'I'","MEDIT_INT","","MUTATING_REVIEW","OLC/object/flag mutation","    case 'I':
      OLC_MODE(d) = MEDIT_INT;
      i++;
      break;"
"src\medit.c","1164","medit_parse","'j'","","","READ_OR_UNKNOWN","","    case 'j':"
"src\medit.c","1165","medit_parse","'J'","MEDIT_WIS","","MUTATING_REVIEW","OLC/object/flag mutation","    case 'J':
      OLC_MODE(d) = MEDIT_WIS;
      i++;
      break;"
"src\medit.c","1169","medit_parse","'k'","","","READ_OR_UNKNOWN","","    case 'k':"
"src\medit.c","1170","medit_parse","'K'","MEDIT_DEX","","MUTATING_REVIEW","OLC/object/flag mutation","    case 'K':
      OLC_MODE(d) = MEDIT_DEX;
      i++;
      break;"
"src\medit.c","1174","medit_parse","'l'","","","READ_OR_UNKNOWN","","    case 'l':"
"src\medit.c","1175","medit_parse","'L'","MEDIT_CON","","MUTATING_REVIEW","OLC/object/flag mutation","    case 'L':
      OLC_MODE(d) = MEDIT_CON;
      i++;
      break;"
"src\medit.c","1179","medit_parse","'m'","","","READ_OR_UNKNOWN","","    case 'm':"
"src\medit.c","1180","medit_parse","'M'","MEDIT_CHA","","MUTATING_REVIEW","OLC/object/flag mutation","    case 'M':
      OLC_MODE(d) = MEDIT_CHA;
      i++;
      break;"
"src\medit.c","1184","medit_parse","'n'","","","READ_OR_UNKNOWN","","    case 'n':"
"src\medit.c","1185","medit_parse","'N'","MEDIT_PARA","","MUTATING_REVIEW","OLC/object/flag mutation","    case 'N':
      OLC_MODE(d) = MEDIT_PARA;
      i++;
      break;"
"src\medit.c","1189","medit_parse","'o'","","","READ_OR_UNKNOWN","","    case 'o':"
