"File","Line","Function","OutputFunction","Text","LikelyPrompt","ContainsCRLF","EndsWithNewline","Risk","Evidence"
"src\boards.c","366","board_remove_msg","send_to_char","You are not holy enough to remove other people's messages.\r\n","False","True","True","READ_OR_UNKNOWN","   366:     send_to_char(ch, ""You are not holy enough to remove other people's messages.\r\n"");
   367:     return (1);
   368:   }
   369:   if (GET_LEVEL(ch) < MSG_LEVEL(board_type, ind)) {"
"src\boards.c","370","board_remove_msg","send_to_char","You can't remove a message holier than yourself.\r\n","False","True","True","READ_OR_UNKNOWN","   370:     send_to_char(ch, ""You can't remove a message holier than yourself.\r\n"");
   371:     return (1);
   372:   }
   373:   slot_num = MSG_SLOTNUM(board_type, ind);"
"src\boards.c","375","board_remove_msg","send_to_char","That message is majorly screwed up.\r\n","False","True","True","READ_OR_UNKNOWN","   375:     send_to_char(ch, ""That message is majorly screwed up.\r\n"");
   376:     log(""SYSERR: The board is seriously screwed up. (Room #%d)"", GET_ROOM_VNUM(IN_ROOM(ch)));
   377:     return (1);
   378:   }"
"src\boards.c","381","board_remove_msg","send_to_char","At least wait until the author is finished before removing it!\r\n","False","True","True","READ_OR_UNKNOWN","   381:       send_to_char(ch, ""At least wait until the author is finished before removing it!\r\n"");
   382:       return (1);
   383:     }
   384:   if (msg_storage[slot_num])"
"src\boards.c","398","board_remove_msg","send_to_char","Message removed.\r\n","False","True","True","READ_OR_UNKNOWN","   398:   send_to_char(ch, ""Message removed.\r\n"");
   399:   snprintf(buf, sizeof(buf), ""$n just removed message %d."", msg);
   400:   act(buf, FALSE, ch, 0, 0, TO_ROOM);
   401:   board_save_board(board_type);"
"src\boards.c","399","board_remove_msg","snprintf","$n just removed message %d.","False","False","False","READ_OR_UNKNOWN","   399:   snprintf(buf, sizeof(buf), ""$n just removed message %d."", msg);
   400:   act(buf, FALSE, ch, 0, 0, TO_ROOM);
   401:   board_save_board(board_type);
   402: "
"src\cedit.c","46","","send_to_char","You can't modify the game configuration.\r\n","True","True","True","READ_OR_UNKNOWN","    46:     send_to_char(ch, ""You can't modify the game configuration.\r\n"");
    47:     return;
    48:   }
    49: "
"src\cedit.c","64","","send_to_char","Yikes!  Stop that, someone will get hurt!\r\n","False","True","True","READ_OR_UNKNOWN","    64:     send_to_char(ch, ""Yikes!  Stop that, someone will get hurt!\r\n"");
    65:     return;
    66:   }
    67: "
"src\cedit.c","68","","send_to_char","Saving the game configuration.\r\n","False","True","True","READ_OR_UNKNOWN","    68:   send_to_char(ch, ""Saving the game configuration.\r\n"");
    69:   mudlog(CMP, MAX(LVL_BUILDER, GET_INVIS_LEV(ch)), TRUE,
    70:     ""OLC: %s saves the game configuration."", GET_NAME(ch));
    71: "
"src\cedit.c","327","save_config","printf","* This file is autogenerated by OasisOLC (CEdit).\n* Please note the following information about this file's format.\n*\n* - If variable is a yes/no or true/false based variable, use 1's and 0's\n*   where YES or TRUE = 1 and NO or FALSE = 0.\n* - Variable names in this file are case-insensitive.  Variable values\n*   are not case-insensitive.\n* -----------------------------------------------------------------------\n* Lines starting with * are comments, and are not parsed.\n* -----------------------------------------------------------------------\n\n* [ Game Play Options ]\n","True","False","True","READ_OR_UNKNOWN","   327:   fprintf(fl,
   328:     ""* This file is autogenerated by OasisOLC (CEdit).\n""
   329:     ""* Please note the following information about this file's format.\n""
   330:     ""*\n"""
"src\cedit.c","341","save_config","printf","* Is player killing allowed on the mud?\npk_allowed = %d\n\n","False","False","True","READ_OR_UNKNOWN","   341:   fprintf(fl, ""* Is player killing allowed on the mud?\n""
   342:               ""pk_allowed = %d\n\n"", CONFIG_PK_ALLOWED);
   343:   fprintf(fl, ""* Is player thieving allowed on the mud?\n""
   344:   	      ""pt_allowed = %d\n\n"", CONFIG_PT_ALLOWED);"
"src\cedit.c","343","save_config","printf","* Is player thieving allowed on the mud?\npt_allowed = %d\n\n","False","False","True","READ_OR_UNKNOWN","   343:   fprintf(fl, ""* Is player thieving allowed on the mud?\n""
   344:   	      ""pt_allowed = %d\n\n"", CONFIG_PT_ALLOWED);
   345:   fprintf(fl, ""* What is the minimum level a player can shout/gossip/etc?\n""
   346:               ""level_can_shout = %d\n\n"", CONFIG_LEVEL_CAN_SHOUT);"
"src\cedit.c","345","save_config","printf","* What is the minimum level a player can shout/gossip/etc?\nlevel_can_shout = %d\n\n","True","False","True","READ_OR_UNKNOWN","   345:   fprintf(fl, ""* What is the minimum level a player can shout/gossip/etc?\n""
   346:               ""level_can_shout = %d\n\n"", CONFIG_LEVEL_CAN_SHOUT);
   347:   fprintf(fl, ""* How many movement points does shouting cost the player?\n""
   348:   	      ""holler_move_cost = %d\n\n"", CONFIG_HOLLER_MOVE_COST);"
"src\cedit.c","347","save_config","printf","* How many movement points does shouting cost the player?\nholler_move_cost = %d\n\n","False","False","True","READ_OR_UNKNOWN","   347:   fprintf(fl, ""* How many movement points does shouting cost the player?\n""
   348:   	      ""holler_move_cost = %d\n\n"", CONFIG_HOLLER_MOVE_COST);
   349:   fprintf(fl, ""* How many players can fit in a tunnel?\n""
   350:               ""tunnel_size = %d\n\n"", CONFIG_TUNNEL_SIZE);"
"src\cedit.c","349","save_config","printf","* How many players can fit in a tunnel?\ntunnel_size = %d\n\n","False","False","True","READ_OR_UNKNOWN","   349:   fprintf(fl, ""* How many players can fit in a tunnel?\n""
   350:               ""tunnel_size = %d\n\n"", CONFIG_TUNNEL_SIZE);
   351:   fprintf(fl, ""* Maximum experience gainable per kill?\n""
   352:               ""max_exp_gain = %d\n\n"", CONFIG_MAX_EXP_GAIN);"
"src\cedit.c","351","save_config","printf","* Maximum experience gainable per kill?\nmax_exp_gain = %d\n\n","False","False","True","READ_OR_UNKNOWN","   351:   fprintf(fl, ""* Maximum experience gainable per kill?\n""
   352:               ""max_exp_gain = %d\n\n"", CONFIG_MAX_EXP_GAIN);
   353:   fprintf(fl, ""* Maximum experience loseable per death?\n""
   354:               ""max_exp_loss = %d\n\n"", CONFIG_MAX_EXP_LOSS);"
"src\cedit.c","353","save_config","printf","* Maximum experience loseable per death?\nmax_exp_loss = %d\n\n","False","False","True","READ_OR_UNKNOWN","   353:   fprintf(fl, ""* Maximum experience loseable per death?\n""
   354:               ""max_exp_loss = %d\n\n"", CONFIG_MAX_EXP_LOSS);
   355:   fprintf(fl, ""* Number of tics before NPC corpses decompose.\n""
   356:               ""max_npc_corpse_time = %d\n\n"", CONFIG_MAX_NPC_CORPSE_TIME);"
"src\cedit.c","355","save_config","printf","* Number of tics before NPC corpses decompose.\nmax_npc_corpse_time = %d\n\n","True","False","True","READ_OR_UNKNOWN","   355:   fprintf(fl, ""* Number of tics before NPC corpses decompose.\n""
   356:               ""max_npc_corpse_time = %d\n\n"", CONFIG_MAX_NPC_CORPSE_TIME);
   357:   fprintf(fl, ""* Number of tics before PC corpses decompose.\n""
   358:               ""max_pc_corpse_time = %d\n\n"", CONFIG_MAX_PC_CORPSE_TIME);"
"src\cedit.c","357","save_config","printf","* Number of tics before PC corpses decompose.\nmax_pc_corpse_time = %d\n\n","True","False","True","READ_OR_UNKNOWN","   357:   fprintf(fl, ""* Number of tics before PC corpses decompose.\n""
   358:               ""max_pc_corpse_time = %d\n\n"", CONFIG_MAX_PC_CORPSE_TIME);
   359:   fprintf(fl, ""* Number of tics before a PC is sent to the void.\n""
   360:               ""idle_void = %d\n\n"", CONFIG_IDLE_VOID);"
"src\cedit.c","359","save_config","printf","* Number of tics before a PC is sent to the void.\nidle_void = %d\n\n","True","False","True","READ_OR_UNKNOWN","   359:   fprintf(fl, ""* Number of tics before a PC is sent to the void.\n""
   360:               ""idle_void = %d\n\n"", CONFIG_IDLE_VOID);
   361:   fprintf(fl, ""* Number of tics before a PC is autorented.\n""
   362:               ""idle_rent_time = %d\n\n"", CONFIG_IDLE_RENT_TIME);"
"src\cedit.c","361","save_config","printf","* Number of tics before a PC is autorented.\nidle_rent_time = %d\n\n","True","False","True","READ_OR_UNKNOWN","   361:   fprintf(fl, ""* Number of tics before a PC is autorented.\n""
   362:               ""idle_rent_time = %d\n\n"", CONFIG_IDLE_RENT_TIME);
   363:   fprintf(fl, ""* Level and above of players whom are immune to idle penalties.\n""
   364:               ""idle_max_level = %d\n\n"", CONFIG_IDLE_MAX_LEVEL);"
"src\cedit.c","363","save_config","printf","* Level and above of players whom are immune to idle penalties.\nidle_max_level = %d\n\n","True","False","True","READ_OR_UNKNOWN","   363:   fprintf(fl, ""* Level and above of players whom are immune to idle penalties.\n""
   364:               ""idle_max_level = %d\n\n"", CONFIG_IDLE_MAX_LEVEL);
   365:   fprintf(fl, ""* Should the items in death traps be junked automatically?\n""
   366:               ""dts_are_dumps = %d\n\n"", CONFIG_DTS_ARE_DUMPS);"
"src\cedit.c","365","save_config","printf","* Should the items in death traps be junked automatically?\ndts_are_dumps = %d\n\n","False","False","True","READ_OR_UNKNOWN","   365:   fprintf(fl, ""* Should the items in death traps be junked automatically?\n""
   366:               ""dts_are_dumps = %d\n\n"", CONFIG_DTS_ARE_DUMPS);
   367:   fprintf(fl, ""* When an immortal loads an object, should it load into their inventory?\n""
   368:               ""load_into_inventory = %d\n\n"", CONFIG_LOAD_INVENTORY);"
"src\cedit.c","367","save_config","printf","* When an immortal loads an object, should it load into their inventory?\nload_into_inventory = %d\n\n","True","False","True","READ_OR_UNKNOWN","   367:   fprintf(fl, ""* When an immortal loads an object, should it load into their inventory?\n""
   368:               ""load_into_inventory = %d\n\n"", CONFIG_LOAD_INVENTORY);
   369:   fprintf(fl, ""* Should PC's be able to track through hidden or closed doors?\n""
   370:               ""track_through_doors = %d\n\n"", CONFIG_TRACK_T_DOORS);"
"src\cedit.c","369","save_config","printf","* Should PC's be able to track through hidden or closed doors?\ntrack_through_doors = %d\n\n","False","False","True","READ_OR_UNKNOWN","   369:   fprintf(fl, ""* Should PC's be able to track through hidden or closed doors?\n""
   370:               ""track_through_doors = %d\n\n"", CONFIG_TRACK_T_DOORS);
   371:   fprintf(fl, ""* Should players who reach enough exp be prevented from automatically levelling to immortal?\n""
   372:               ""no_mort_to_immort = %d\n\n"", CONFIG_NO_MORT_TO_IMMORT);"
"src\cedit.c","371","save_config","printf","* Should players who reach enough exp be prevented from automatically levelling to immortal?\nno_mort_to_immort = %d\n\n","True","False","True","READ_OR_UNKNOWN","   371:   fprintf(fl, ""* Should players who reach enough exp be prevented from automatically levelling to immortal?\n""
   372:               ""no_mort_to_immort = %d\n\n"", CONFIG_NO_MORT_TO_IMMORT);
   373:   fprintf(fl, ""* Should closed doors be shown on autoexit / exit?\n""
   374:               ""disp_closed_doors = %d\n\n"", CONFIG_DISP_CLOSED_DOORS);"
"src\cedit.c","373","save_config","printf","* Should closed doors be shown on autoexit / exit?\ndisp_closed_doors = %d\n\n","False","False","True","READ_OR_UNKNOWN","   373:   fprintf(fl, ""* Should closed doors be shown on autoexit / exit?\n""
   374:               ""disp_closed_doors = %d\n\n"", CONFIG_DISP_CLOSED_DOORS);
   375:   fprintf(fl, ""* Are diagonal directions enabled?\n""
   376:               ""diagonal_dirs = %d\n\n"", CONFIG_DIAGONAL_DIRS);"
"src\cedit.c","375","save_config","printf","* Are diagonal directions enabled?\ndiagonal_dirs = %d\n\n","False","False","True","READ_OR_UNKNOWN","   375:   fprintf(fl, ""* Are diagonal directions enabled?\n""
   376:               ""diagonal_dirs = %d\n\n"", CONFIG_DIAGONAL_DIRS);
   377:   fprintf(fl, ""* Who can use the map functions? 0=off, 1=on, 2=imm_only\n""
   378:               ""map_option = %d\n\n"", CONFIG_MAP);"
"src\cedit.c","377","save_config","printf","* Who can use the map functions? 0=off, 1=on, 2=imm_only\nmap_option = %d\n\n","False","False","True","READ_OR_UNKNOWN","   377:   fprintf(fl, ""* Who can use the map functions? 0=off, 1=on, 2=imm_only\n""
   378:               ""map_option = %d\n\n"", CONFIG_MAP);
   379:   fprintf(fl, ""* Default size of map shown by 'map' command\n""
   380:               ""default_map_size = %d\n\n"", CONFIG_MAP_SIZE);"
"src\cedit.c","379","save_config","printf","* Default size of map shown by 'map' command\ndefault_map_size = %d\n\n","False","False","True","READ_OR_UNKNOWN","   379:   fprintf(fl, ""* Default size of map shown by 'map' command\n""
   380:               ""default_map_size = %d\n\n"", CONFIG_MAP_SIZE);
   381:   fprintf(fl, ""* Default minimap size shown to the right of room descriptions\n""
   382:               ""default_minimap_size = %d\n\n"", CONFIG_MINIMAP_SIZE);"
"src\cedit.c","381","save_config","printf","* Default minimap size shown to the right of room descriptions\ndefault_minimap_size = %d\n\n","True","False","True","READ_OR_UNKNOWN","   381:   fprintf(fl, ""* Default minimap size shown to the right of room descriptions\n""
   382:               ""default_minimap_size = %d\n\n"", CONFIG_MINIMAP_SIZE);
   383:   fprintf(fl, ""* Do you want scripts to be attachable to players?\n""
   384:               ""script_players = %d\n\n"", CONFIG_SCRIPT_PLAYERS);"
"src\cedit.c","383","save_config","printf","* Do you want scripts to be attachable to players?\nscript_players = %d\n\n","False","False","True","READ_OR_UNKNOWN","   383:   fprintf(fl, ""* Do you want scripts to be attachable to players?\n""
   384:               ""script_players = %d\n\n"", CONFIG_SCRIPT_PLAYERS);
   385: 
   386: "
"src\cedit.c","390","save_config","printf","* Text sent to players when OK is all that is needed.\nok = %s\n\n","False","False","True","READ_OR_UNKNOWN","   390:   fprintf(fl, ""* Text sent to players when OK is all that is needed.\n""
   391:               ""ok = %s\n\n"", buf);
   392: 
   393:   strcpy(buf, CONFIG_HUH);"
"src\cedit.c","396","save_config","printf","* Text sent to players for an unrecognized command.\nhuh = %s\n\n","False","False","True","READ_OR_UNKNOWN","   396:   fprintf(fl, ""* Text sent to players for an unrecognized command.\n""
   397:               ""huh = %s\n\n"", buf);
   398: 
   399:   strcpy(buf, CONFIG_NOPERSON);"
"src\cedit.c","402","save_config","printf","* Text sent to players when noone is available.\nnoperson = %s\n\n","False","False","True","READ_OR_UNKNOWN","   402:   fprintf(fl, ""* Text sent to players when noone is available.\n""
   403:               ""noperson = %s\n\n"", buf);
   404: 
   405:   strcpy(buf, CONFIG_NOEFFECT);"
"src\cedit.c","408","save_config","printf","* Text sent to players when an effect fails.\nnoeffect = %s\n","False","False","True","READ_OR_UNKNOWN","   408:   fprintf(fl, ""* Text sent to players when an effect fails.\n""
   409:               ""noeffect = %s\n"", buf);
   410: 
   411:    /* RENT / CRASHSAVE OPTIONS */"
"src\cedit.c","412","save_config","printf","\n\n\n* [ Rent/Crashsave Options ]\n","True","False","True","READ_OR_UNKNOWN","   412:   fprintf(fl, ""\n\n\n* [ Rent/Crashsave Options ]\n"");
   413: 
   414:   fprintf(fl, ""* Should the MUD allow you to 'rent' for free?  (i.e. if you just quit,\n""
   415:               ""* your objects are saved at no cost, as in Merc-type MUDs.)\n"""
"src\cedit.c","414","save_config","printf","* Should the MUD allow you to 'rent' for free?  (i.e. if you just quit,\n* your objects are saved at no cost, as in Merc-type MUDs.)\nfree_rent = %d\n\n","True","False","True","READ_OR_UNKNOWN","   414:   fprintf(fl, ""* Should the MUD allow you to 'rent' for free?  (i.e. if you just quit,\n""
   415:               ""* your objects are saved at no cost, as in Merc-type MUDs.)\n""
   416:               ""free_rent = %d\n\n"", CONFIG_FREE_RENT);
   417: "
"src\cedit.c","418","save_config","printf","* Maximum number of items players are allowed to rent.\nmax_obj_save = %d\n\n","True","False","True","READ_OR_UNKNOWN","   418:   fprintf(fl, ""* Maximum number of items players are allowed to rent.\n""
   419:    	      ""max_obj_save = %d\n\n"", CONFIG_MAX_OBJ_SAVE);
   420: 
   421:   fprintf(fl, ""* Should the game automatically save people?\n"""
"src\cedit.c","421","save_config","printf","* Should the game automatically save people?\nauto_save = %d\n\n","True","False","True","READ_OR_UNKNOWN","   421:   fprintf(fl, ""* Should the game automatically save people?\n""
   422:               ""auto_save = %d\n\n"", CONFIG_AUTO_SAVE);
   423: 
   424:   fprintf(fl, ""* If auto_save = 1, how often (in minutes) should the game save people's objects?\n"""
"src\cedit.c","424","save_config","printf","* If auto_save = 1, how often (in minutes) should the game save people's objects?\nautosave_time = %d\n\n","True","False","True","READ_OR_UNKNOWN","   424:   fprintf(fl, ""* If auto_save = 1, how often (in minutes) should the game save people's objects?\n""
   425:               ""autosave_time = %d\n\n"", CONFIG_AUTOSAVE_TIME);
   426: 
   427:   fprintf(fl, ""* Lifetime of crashfiles and force-rent (idlesave) files in days.\n"""
"src\cedit.c","427","save_config","printf","* Lifetime of crashfiles and force-rent (idlesave) files in days.\ncrash_file_timeout = %d\n\n","True","False","True","READ_OR_UNKNOWN","   427:   fprintf(fl, ""* Lifetime of crashfiles and force-rent (idlesave) files in days.\n""
   428:               ""crash_file_timeout = %d\n\n"", CONFIG_CRASH_TIMEOUT);
   429: 
   430:   fprintf(fl, ""* Lifetime of normal rent files in days.\n"""
"src\cedit.c","430","save_config","printf","* Lifetime of normal rent files in days.\nrent_file_timeout = %d\n\n","False","False","True","READ_OR_UNKNOWN","   430:   fprintf(fl, ""* Lifetime of normal rent files in days.\n""
   431:               ""rent_file_timeout = %d\n\n"", CONFIG_RENT_TIMEOUT);
   432: 
   433:    /* ROOM NUMBERS */"
"src\cedit.c","434","save_config","printf","\n\n\n* [ Room Numbers ]\n","True","False","True","READ_OR_UNKNOWN","   434:   fprintf(fl, ""\n\n\n* [ Room Numbers ]\n"");
   435: 
   436:   fprintf(fl, ""* The virtual number of the room that mortals should enter at.\n""
   437:   	      ""mortal_start_room = %d\n\n"", CONFIG_MORTAL_START);"
"src\cedit.c","436","save_config","printf","* The virtual number of the room that mortals should enter at.\nmortal_start_room = %d\n\n","True","False","True","READ_OR_UNKNOWN","   436:   fprintf(fl, ""* The virtual number of the room that mortals should enter at.\n""
   437:   	      ""mortal_start_room = %d\n\n"", CONFIG_MORTAL_START);
   438: 
   439:   fprintf(fl, ""* The virtual number of the room that immorts should enter at.\n"""
"src\cedit.c","439","save_config","printf","* The virtual number of the room that immorts should enter at.\nimmort_start_room = %d\n\n","True","False","True","READ_OR_UNKNOWN","   439:   fprintf(fl, ""* The virtual number of the room that immorts should enter at.\n""
   440:               ""immort_start_room = %d\n\n"", CONFIG_IMMORTAL_START);
   441: 
   442:   fprintf(fl, ""* The virtual number of the room that frozen people should enter at.\n"""
"src\cedit.c","442","save_config","printf","* The virtual number of the room that frozen people should enter at.\nfrozen_start_room = %d\n\n","True","False","True","READ_OR_UNKNOWN","   442:   fprintf(fl, ""* The virtual number of the room that frozen people should enter at.\n""
   443: 	      ""frozen_start_room = %d\n\n"", CONFIG_FROZEN_START);
   444: 
   445:   fprintf(fl, ""* The virtual numbers of the donation rooms.  Note: Add donation rooms\n"""
"src\cedit.c","445","save_config","printf","* The virtual numbers of the donation rooms.  Note: Add donation rooms\n* sequentially (1 & 2 before 3). If you don't, you might not be able to\n* donate. Use -1 for 'no such room'.\ndonation_room_1 = %d\ndonation_room_2 = %d\ndonation_room_3 = %d\n\n","True","False","True","READ_OR_UNKNOWN","   445:   fprintf(fl, ""* The virtual numbers of the donation rooms.  Note: Add donation rooms\n""
   446:               ""* sequentially (1 & 2 before 3). If you don't, you might not be able to\n""
   447:               ""* donate. Use -1 for 'no such room'.\n""
   448:               ""donation_room_1 = %d\n"""
"src\cedit.c","456","save_config","printf","\n\n\n* [ Game Operation Options ]\n","False","False","True","READ_OR_UNKNOWN","   456:   fprintf(fl, ""\n\n\n* [ Game Operation Options ]\n"");
   457: 
   458:   fprintf(fl, ""* This is the default port on which the game should run if no port is\n""
   459:               ""* given on the command-line.  NOTE WELL: If you're using the\n"""
"src\cedit.c","458","save_config","printf","* This is the default port on which the game should run if no port is\n* given on the command-line.  NOTE WELL: If you're using the\n* 'autorun' script, the port number there will override this setting.\n* Change the PORT= line in autorun instead of (or in addition to)\n* changing this.\nDFLT_PORT = %d\n\n","True","False","True","READ_OR_UNKNOWN","   458:   fprintf(fl, ""* This is the default port on which the game should run if no port is\n""
   459:               ""* given on the command-line.  NOTE WELL: If you're using the\n""
   460:               ""* 'autorun' script, the port number there will override this setting.\n""
   461:               ""* Change the PORT= line in autorun instead of (or in addition to)\n"""
"src\cedit.c","470","save_config","printf","* IP address to which the MUD should bind.\nDFLT_IP = %s\n\n","True","False","True","READ_OR_UNKNOWN","   470:     fprintf(fl, ""* IP address to which the MUD should bind.\nDFLT_IP = %s\n\n"", buf);
   471:   }
   472: 
   473:   if (CONFIG_DFLT_DIR) {"
"src\cedit.c","477","save_config","printf","* default directory to use as data directory.\nDFLT_DIR = %s\n\n","False","False","True","READ_OR_UNKNOWN","   477:     fprintf(fl, ""* default directory to use as data directory.\n""
   478:                 ""DFLT_DIR = %s\n\n"", buf);
   479:   }
   480: "
"src\cedit.c","485","save_config","printf","* What file to log messages to (ex: 'log/syslog').\nLOGNAME = %s\n\n","True","False","True","READ_OR_UNKNOWN","   485:     fprintf(fl, ""* What file to log messages to (ex: 'log/syslog').\n""
   486:                 ""LOGNAME = %s\n\n"", buf);
   487:   }
   488: "
"src\cedit.c","489","save_config","printf","* Maximum number of players allowed before game starts to turn people away.\nmax_playing = %d\n\n","True","False","True","READ_OR_UNKNOWN","   489:   fprintf(fl, ""* Maximum number of players allowed before game starts to turn people away.\n""
   490:               ""max_playing = %d\n\n"",
   491:               CONFIG_MAX_PLAYING);
   492: "
"src\cedit.c","493","save_config","printf","* Maximum size of bug, typo, and idea files in bytes (to prevent bombing).\nmax_filesize = %d\n\n","False","False","True","READ_OR_UNKNOWN","   493:   fprintf(fl, ""* Maximum size of bug, typo, and idea files in bytes (to prevent bombing).\n""
   494:               ""max_filesize = %d\n\n"",
   495:               CONFIG_MAX_FILESIZE);
   496: "
"src\cedit.c","497","save_config","printf","* Maximum number of password attempts before disconnection.\nmax_bad_pws = %d\n\n","True","False","True","READ_OR_UNKNOWN","   497:   fprintf(fl, ""* Maximum number of password attempts before disconnection.\n""
   498:               ""max_bad_pws = %d\n\n"",
   499:               CONFIG_MAX_BAD_PWS);
   500: "
"src\cedit.c","501","save_config","printf","* Is the site ok for everyone except those that are banned?\nsiteok_everyone = %d\n\n","False","False","True","READ_OR_UNKNOWN","   501:   fprintf(fl, ""* Is the site ok for everyone except those that are banned?\n""
   502:               ""siteok_everyone = %d\n\n"",
   503:               CONFIG_SITEOK_ALL);
   504: "
"src\cedit.c","505","save_config","printf","* If you want to use the original social file format\n* and disable Aedit, set to 0, otherwise, 1.\nuse_new_socials = %d\n\n","False","False","True","READ_OR_UNKNOWN","   505:   fprintf(fl, ""* If you want to use the original social file format\n""
   506:               ""* and disable Aedit, set to 0, otherwise, 1.\n""
   507:               ""use_new_socials = %d\n\n"",
   508:               CONFIG_NEW_SOCIALS);"
"src\cedit.c","510","save_config","printf","* If the nameserver is fast, set to 0, otherwise, 1.\nnameserver_is_slow = %d\n\n","True","False","True","READ_OR_UNKNOWN","   510:   fprintf(fl, ""* If the nameserver is fast, set to 0, otherwise, 1.\n""
   511:               ""nameserver_is_slow = %d\n\n"",
   512:               CONFIG_NS_IS_SLOW);
   513: "
"src\cedit.c","514","save_config","printf","* Should OLC autosave to disk (1) or save internally (0).\nauto_save_olc = %d\n\n","True","False","True","READ_OR_UNKNOWN","   514:   fprintf(fl, ""* Should OLC autosave to disk (1) or save internally (0).\n""
   515:               ""auto_save_olc = %d\n\n"",
   516:               CONFIG_OLC_SAVE);
   517: "
"src\cedit.c","522","save_config","printf","* The entrance/exit menu.\nMENU = \n%s~\n\n","False","False","True","READ_OR_UNKNOWN","   522:     fprintf(fl, ""* The entrance/exit menu.\n""
   523:                 ""MENU = \n%s~\n\n"", convert_from_tabs(buf));
   524:   }
   525: "
"src\cedit.c","530","save_config","printf","* The welcome message.\nWELC_MESSG = \n%s~\n\n","False","False","True","READ_OR_UNKNOWN","   530:     fprintf(fl, ""* The welcome message.\nWELC_MESSG = \n%s~\n\n"", convert_from_tabs(buf));
   531:   }
   532: 
   533:   if (CONFIG_START_MESSG) {"
"src\cedit.c","537","save_config","printf","* NEWBIE start message.\nSTART_MESSG = \n%s~\n\n","False","False","True","READ_OR_UNKNOWN","   537:     fprintf(fl, ""* NEWBIE start message.\n""
   538:                 ""START_MESSG = \n%s~\n\n"", convert_from_tabs(buf));
   539:   }
   540: "
"src\cedit.c","541","save_config","printf","* Should the medit OLC show the advanced stats menu (1) or not (0).\nmedit_advanced_stats = %d\n\n","False","False","True","READ_OR_UNKNOWN","   541:   fprintf(fl, ""* Should the medit OLC show the advanced stats menu (1) or not (0).\n""
   542:               ""medit_advanced_stats = %d\n\n"",
   543:               CONFIG_MEDIT_ADVANCED);
   544: "
"src\cedit.c","545","save_config","printf","* Should the idea, bug and typo commands autosave (1) or not (0).\nibt_autosave = %d\n\n","True","False","True","READ_OR_UNKNOWN","   545:   fprintf(fl, ""* Should the idea, bug and typo commands autosave (1) or not (0).\n""
   546: 		      ""ibt_autosave = %d\n\n"",
   547: 			  CONFIG_IBT_AUTOSAVE);
   548: "
"src\cedit.c","549","save_config","printf","\n\n\n* [ Autowiz Options ]\n","False","False","True","READ_OR_UNKNOWN","   549:   fprintf(fl, ""\n\n\n* [ Autowiz Options ]\n"");
   550: 
   551:   fprintf(fl, ""* Should the game automatically create a new wizlist/immlist every time\n""
   552:               ""* someone immorts, or is promoted to a higher (or lower) god level?\n"""
"src\cedit.c","551","save_config","printf","* Should the game automatically create a new wizlist/immlist every time\n* someone immorts, or is promoted to a higher (or lower) god level?\nuse_autowiz = %d\n\n","True","False","True","READ_OR_UNKNOWN","   551:   fprintf(fl, ""* Should the game automatically create a new wizlist/immlist every time\n""
   552:               ""* someone immorts, or is promoted to a higher (or lower) god level?\n""
   553:               ""use_autowiz = %d\n\n"",
   554:               CONFIG_USE_AUTOWIZ);"
"src\cedit.c","556","save_config","printf","* If yes, what is the lowest level which should be on the wizlist?\nmin_wizlist_lev = %d\n\n","True","False","True","READ_OR_UNKNOWN","   556:   fprintf(fl, ""* If yes, what is the lowest level which should be on the wizlist?\n""
   557:               ""min_wizlist_lev = %d\n\n"",
   558:               CONFIG_MIN_WIZLIST_LEV);
   559: "
"src\cedit.c","560","save_config","printf","* If yes, enable the protocol negotiation system.\nprotocol_negotiation = %d\n\n","False","False","True","READ_OR_UNKNOWN","   560:   fprintf(fl, ""* If yes, enable the protocol negotiation system.\n""
   561:               ""protocol_negotiation = %d\n\n"",
   562:               CONFIG_PROTOCOL_NEGOTIATION);
   563: "
"src\cedit.c","564","save_config","printf","* If yes, enable the special character in comm channels.\nspecial_in_comm = %d\n\n","False","False","True","READ_OR_UNKNOWN","   564:   fprintf(fl, ""* If yes, enable the special character in comm channels.\n""
   565:               ""special_in_comm = %d\n\n"",
   566:               CONFIG_SPECIAL_IN_COMM);
   567:               "
"src\cedit.c","568","save_config","printf","* If 0 then off, otherwise 1: Brief, 2: Normal, 3: Complete.\ndebug_mode = %d\n\n","False","False","True","READ_OR_UNKNOWN","   568:   fprintf(fl, ""* If 0 then off, otherwise 1: Brief, 2: Normal, 3: Complete.\n""
   569:               ""debug_mode = %d\n\n"",
   570:               CONFIG_DEBUG_MODE);
   571: "
"src\cedit.c","589","cedit_disp_menu","write_to_output","OasisOLC MUD Configuration Editor\r\n%sG%s) Game Play Options\r\n%sC%s) Crashsave/Rent Options\r\n%sR%s) Room Numbers\r\n%sO%s) Operation Options\r\n%sA%s) Autowiz Options\r\n%sQ%s) Quit\r\nEnter your choice : ","True","True","False","READ_OR_UNKNOWN","   589:   write_to_output(d,
   590:   	  ""OasisOLC MUD Configuration Editor\r\n""
   591:   	  ""%sG%s) Game Play Options\r\n""
   592:   	  ""%sC%s) Crashsave/Rent Options\r\n"""
